"device_id","id_type","latitude","longitude","horizontal_accuracy","timestamp","ip_address","device_os","os_version","user_agent","country","source_id","publisher_id","app_id","location_context","geohash","consent","quad_id"
"2fd1e75f-8898-461d-a285-1f70c1e3d2b1","aaid","-22.35616","30.03756","19.3","1740886883000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gd0tvvsp","Y","c8479878c1a215aa2ed8ba327af8e03b43ae5092687a03650057f1460e4c8b51"
"7CC25A8F-C0CF-462A-A36D-24059C5661CD","idfa","-22.430625","31.267915","18.0","1740905254000","","iOS","","","ZA","61","2020","","","ksn0rs8s5hrm","Y","63e8754657a0e8de26f7739b0deca0d8b81e1e50f3f71cc335056118fdce9dc1"
"8579f4fb-3769-4b2a-bb9c-d84271517b2b","aaid","-22.324373","30.034948","16.0","1740939884000","102.141.81.191","Android","","","ZA","61","2020","","","ksj2gryz150r","Y","ae832521d01c8235ffea7df50ecc30f69b85478a83322ae897d9f6f2b1e31c41"
"0347bd3f-2889-464a-a112-d17b3e38c85a","aaid","-22.338853","30.042063","22.0","1740901695000","","Android","","","ZA","61","2020","","","ksj2gt7fwzcz","Y","18be33c04f5c6b83965312cb9afb05bcdf8eb75cce02c6b5a902e6473abc3dcc"
"4cc9c7fc-f830-44bb-a225-150e3f8bcc7d","aaid","-22.28764","30.003178","15.0","1740931814000","","Android","","","ZA","61","2020","","","ksj34wxthdz0","Y","4684e45d3ddc7a03ba4940871d517e88876dc05f4f9f566ffcb25f2076dc9406"
"2958841F-3FFD-4D55-A9D4-B40EF90AB267","idfa","-22.3038204","30.011915","199.0","1740920277000","105.4.2.153","iOS","","","ZA","61","2020","","","ksj34gwnb69b","Y","9db4b2e9547f8d9e354fbddca21e25b0eaac2cac94f2716c89c3d446648f5cd3"
"486efd5b-2b76-438e-9892-1a58da3efd6d","aaid","-22.236647","29.982217","52.0","1740925830000","41.150.48.155","Android","","","ZA","61","2020","","","ksj36rbqhk93","Y","41751843c161b44e3e30b3db81aab309b4b54e01c2410037e5edd0a2a03e6317"
"966de293-2237-453c-ac2f-680c6f0825dc","aaid","-22.331926","29.9925","26.0","1740928755000","","Android","","","ZA","61","2020","","","ksj2fqxg5gkb","Y","bcae2ef63cf23639c5c8a573047477fccdc27081b16505aaf37ccc0c6bb658b8"
"f75c8a56-59cb-4c39-a241-d863fe89d5f0","aaid","-22.313902","29.861775","27.0","1740914284000","","Android","","","ZA","61","2020","","","ksj1p9bsjg1m","Y","0d75b9b151b6e5651bb9cf7b2e825197b2f7134e9c7717b5dbb86e955bc2c539"
"2d9d19c3-fc73-4cc8-a947-3f84ac9875a5","aaid","-22.481674","29.337094","7.0","1740929609000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","kshb5e6dgb4y","Y","804c21d69abf2ddd661efdfea8d2e408b87633c6eed5368daf000b35da0debb1"
"8e546391-1487-4be1-aeaf-99890980833c","aaid","-22.349088","30.039061","5.0","1740923147000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2ge3z0u53","Y","faaee40e788628c75966fdbeb9301b0371665f964a9d0a4038df93333a98e840"
"ebb9c682-84bb-471f-ac84-d0787e8bf558","aaid","-22.416741","30.814168","33.0","1740926945000","","Android","","","ZA","61","2020","","","ksjbmpnjn0sg","Y","6326803ba35bdd465a5cd1072ef900d5f30f951dd1267a89e615f51e3f38608a"
"403b2868-d036-4e49-aa02-6fca7ccaa81d","aaid","-22.481518","30.120929","5.0","1740905329000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2j7m7st29","Y","3193f77644b4af1d914da89b13bd0f96fda450447c93712b8f676012183b6a4f"
"1a83eea4-ee95-4a24-a08b-b7e66c47c8b1","aaid","-22.359977","30.036801","26.0","1740916006000","","Android","","","ZA","61","2020","","","ksj2g92psnnj","Y","77d42ebb5fafdd9e21b6831ecf41a50c83b32a09ca0979c577276fdb000a1f7f"
"403b2868-d036-4e49-aa02-6fca7ccaa81d","aaid","-22.474766","29.879276","5.0","1740894120000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj0put6vxfy","Y","3193f77644b4af1d914da89b13bd0f96fda450447c93712b8f676012183b6a4f"
"81fb2d11-c8e9-49bf-bafa-a1f97234a48c","aaid","-22.3571716","30.033441","28.0","1740898131000","","Android","14","Chrome Mobile WebView 133.0.6943","ZA","61","2020","","","ksj2g6j8jchu","Y","100c97139f72434e4b355d8c1e4c7168abd75b21e60c144fc184bd128d65c85e"
"223ee19e-8611-46fb-a62a-6ff3b5ed618b","aaid","-22.360618","30.04006","21.0","1740921662000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g96ebnsn","Y","c7a17dd27ff69b431991d80eca80c3f5e0b611f487507c7a57d563ccbc0293c6"
"0dc8ef95-cbb5-4a06-98aa-6637834f019f","aaid","-22.3531533","30.0363568","16.0","1740954066000","102.141.75.66","Android","10","Chrome Mobile WebView 133.0.6943","ZA","61","2020","","","ksj2g6xz3y4y","Y","984aad1b0625438c6f246f438788f6c735c731aad9d4bf705f674e756256ffde"
"ffae78a3-8710-4623-8079-6d8691f97fc1","aaid","-22.33716","30.04266","25.0","1740909226000","105.8.4.6","Android","10","Chrome Mobile WebView 130.0.6723","ZA","61","2020","","","ksj2gtsksewf","Y","ab17e865d8c3604048387d02af703ccea70ed6cad4adaed1a554ae8cac8845b3"
"F5626DA0-C939-4BDF-A430-3A33D6D60EC1","idfa","-22.340124","30.040854","19.0","1740901726000","","iOS","","","ZA","61","2020","","","ksj2gt556eh3","Y","ec56e37a4ccc97a49597d08bff7afe4dfc874a165e282a47f34038d8c75c1a76"
"E00A8139-BD8F-447F-AAED-8B6A236EC1DD","idfa","-22.400531","30.608435","32.0","1740907526000","","iOS","","","ZA","61","2020","","","ksjb8d07knr7","Y","bfa3365c70e737302a7ca17c45e303739a031ca9e395d2f096b44c3aa3c14363"
"3cc8c6ec-e940-43dd-a115-250f4e9dcc6b","aaid","-22.232668","29.984148","12.0","1740876800000","","Android","","","ZA","61","2020","","","ksj3d29v3631","Y","e12489d57604a11f4c9dbb37f8e33a7ae23837e32b6de3b4517b1dac1762d954"
"7fce1f16-f177-4405-a4e4-a09cba934927","aaid","-22.351367","30.0400381","32.0","1740904206000","","Android","","","ZA","61","2020","","","ksj2ge43ze5y","Y","3f10a7018584bf6a95b7a7665f50fb6e0f4853ca0b5a68c23c4589398ff72671"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.356886","30.03266","21.8","1740891117000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g6j1ewqk","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"A93CA67D-720A-49EB-95D4-B00C44C6A3F5","idfa","-22.35","30.04008","29.0","1740916959000","102.141.91.147","iOS","14","Chrome Mobile WebView 132.0.6834","ZA","61","2020","","","ksj2ge69bd50","Y","7db0b468a8c91650fa822fd2b6532bbeef8d3f5cf2ceed642334b451c6de8d22"
"c897ab79-6ab8-487c-a287-f2876450d7d3","aaid","-22.352302","30.028056","21.0","1740883335000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g6cu2kvk","Y","3e6a2909b7d2b229f5bbb8342f7bfacec2aa9933f2dd836719ca0b957ee52a12"
"9e671610-4061-418a-b562-1d02c541162e","aaid","-22.2319348","29.984747","45.0","1740940071000","41.13.94.125","Android","14","Chrome Mobile WebView 132.0.6834","ZA","61","2020","","","ksj3d2f1x4zz","Y","9e85643e27d1de6b28eb01d7c6ee059a803a39ba47e120bc320f4332fe155d3d"
"9255bb9d-12b6-4b79-abab-acaafd1908e8","aaid","-22.357828","30.042304","19.0","1740927364000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g9uhhqv3","Y","a70ddafb6592c22adad31ed8d2f08fb9f9ab5435f5380ca8ee72f649c8e6cf72"
"8a0a06db-bed8-4782-a156-613fb296afac","aaid","-22.131961","29.6477","32.0","1740919481000","","Android","","","ZA","61","2020","","","ksj44duzcrrq","Y","524387ceb54303d6fd0e71057badfd043eb3a8a81fe0a9128a2296201b26bd31"
"DC457B2E-6A43-461B-A257-5C841EA03680","idfa","-22.354636","30.042911","12.0","1740921628000","","iOS","","","ZA","61","2020","","","ksj2gdkwf9f4","Y","4bd21852eb135951b9056717f25cb7d94281c515659ec82fb62cc4349bd5c4a8"
"6383b4a4-2ba5-4047-9ff2-6b80e97d3681","aaid","-22.361067","30.038346","32.0","1740936390000","","Android","","","ZA","61","2020","","","ksj2g93324yp","Y","a3f5d64fce14ec8dbdfbe6512cd3dd0943143ca0037023c1009bbf2cc18e35be"
"2d9d19c3-fc73-4cc8-a947-3f84ac9875a5","aaid","-22.48167","29.337","27.0","1740922256000","","Android","","","ZA","61","2020","","","kshb5e6dc8uw","Y","804c21d69abf2ddd661efdfea8d2e408b87633c6eed5368daf000b35da0debb1"
"71d65c70-8c9e-4d8c-b932-784d21df568c","aaid","-22.3392601","30.0184477","69.0","1740944311000","41.145.209.224","Android","14","Chrome Mobile WebView 132.0.6834","ZA","61","2020","","","ksj2gj6b2s0f","Y","695dc4e106fd86989447612d643c25b95dae64e4cbe6f766fca7a93629d338df"
"7c16b72a-8e44-4c86-80da-9958b6072a79","aaid","-22.3800712","30.02525","34.0","1740923569000","41.114.23.196","Android","12","Chrome Mobile WebView 132.0.6834","ZA","61","2020","","","ksj2ejzdxh35","Y","db07eec28caa218411461270bc0bb633f057cf5ebf7072aeeaaa2f0ba9fce8c6"
"F5626DA0-C939-4BDF-A430-3A33D6D60EC1","idfa","-22.48522","30.253441","25.0","1740930408000","","iOS","","","ZA","61","2020","","","ksj806tyh70w","Y","ec56e37a4ccc97a49597d08bff7afe4dfc874a165e282a47f34038d8c75c1a76"
"44d2b266-38a8-41b6-a73d-514231d99be5","aaid","-22.339862","30.044314","13.0","1740913541000","","Android","","","ZA","61","2020","","","ksj2gtjsg7bh","Y","7ca32c4891b5252302bc33554febc0cc89f05e0ee387a6e58e027efb59cf3e14"
"858ddca8-8399-4634-a5d6-b94c08a08c36","aaid","-22.362355","30.03958","19.0","1740950323000","","Android","","","ZA","61","2020","","","ksj2g941ufyk","Y","536d74a4261d9ac1bf46badbbebfb67617bebfe5c82468eec77172ddc224beda"
"0B1CBBB2-7B17-4611-A9FD-4D2B29DF3666","idfa","-22.346517","30.031056","66.0","1740925595000","","iOS","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g7gyn763","Y","a050b79fe3eb0db73a0648113823341ba12194766d4fd2af66c26a04b684e91e"
"0347bd3f-2889-464a-a112-d17b3e38c85a","aaid","-22.339504","30.041755","15.8","1740901077000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gt5wzws5","Y","18be33c04f5c6b83965312cb9afb05bcdf8eb75cce02c6b5a902e6473abc3dcc"
"3cc8c6ec-e940-43dd-a115-250f4e9dcc6b","aaid","-22.296607","30.007714","17.0","1740883322000","","Android","","","ZA","61","2020","","","ksj34v4by7jq","Y","e12489d57604a11f4c9dbb37f8e33a7ae23837e32b6de3b4517b1dac1762d954"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.325311","30.023776","27.0","1740900929000","","Android","","","ZA","61","2020","","","ksj2gpy9ssqh","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"683FF0DE-64A1-4397-B0D3-A2DA1EC3AE4A","idfa","-22.3508","30.05361","21.0","1740940946000","102.221.220.80","iOS","16.1.1","Mobile Safari UI/WKWebView","ZA","61","2020","","","ksj2gghm5ugu","Y","354457bcb74fec6bada602c87e4c50235dae8e31cdf27547504f721fe5017de3"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.328764","30.025655","7.0","1740913659000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gr0j82xn","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"ed11cf8c-595c-4776-adf9-e26975336a03","aaid","-22.4972315","30.1260876","34.0","1740901465000","41.13.66.226","Android","","","ZA","61","2020","","","ksj2j890hsp4","Y","fe638f0dff1f0dc81f351f93411749ce88cd20ec7c598254e22c4264fd821740"
"2a2f4b85-bfe1-426a-a387-7cdfa57d5784","aaid","-22.262692","29.215162","17.0","1740882661000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","kshc2g1y6t7t","Y","d88995d21244623d7bb2e62fa4f158ceaf174ff2df32184f837d2424c5636a5f"
"2b45e388-77bd-4ed1-ad22-fc4e2137ee9a","aaid","-22.412331","29.305572","34.0","1740893144000","","Android","","","ZA","61","2020","","","kshb6zgwtqdm","Y","4af10abe05a2838a8990b413ca7ffb2b4131e0c250b3eeecf4953f1e392783f0"
"5c4eb957-f3c9-4e14-a5cd-53941cfd100b","aaid","-22.44763","31.308263","26.0","1740910777000","","Android","","","ZA","61","2020","","","ksn223tcp6kz","Y","52ed586f100e23e86cd148b339f60edfdae58d4466e9835f0ed848ff1b056dc2"
"8e546391-1487-4be1-aeaf-99890980833c","aaid","-22.341665","30.041911","3.0","1740887819000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gsgf77b3","Y","faaee40e788628c75966fdbeb9301b0371665f964a9d0a4038df93333a98e840"
"43f72404-dbe9-4b7a-a01b-9576d08fd910","aaid","-22.447807","29.347942","28.0","1740889328000","","Android","","","ZA","61","2020","","","kshb7cd8097x","Y","56d3a25a19c62fae0e1ef69b47b4f6446125f90376a2620bf17239fcfa68caa5"
"44d2b266-38a8-41b6-a73d-514231d99be5","aaid","-22.339554","30.044762","6.8","1740913591000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gtjyttq3","Y","7ca32c4891b5252302bc33554febc0cc89f05e0ee387a6e58e027efb59cf3e14"
"a5881b89-c45b-458b-98cd-92f8072d478e","aaid","-22.357677","30.0395828","27.0","1740914908000","102.141.69.47","Android","","","ZA","61","2020","","","ksj2g9fjj4bm","Y","fd8517c325fb0ded6eb4b89f09babc119c72a18c4cceca4ac39c48766de788e0"
"7CC25A8F-C0CF-462A-A36D-24059C5661CD","idfa","-22.428512","31.276988","15.0","1740912079000","","iOS","","","ZA","61","2020","","","ksn0rtp0qwkd","Y","63e8754657a0e8de26f7739b0deca0d8b81e1e50f3f71cc335056118fdce9dc1"
"96c73395-6fd7-400f-bd44-3144a40dc8ca","aaid","-22.3559741","30.0358086","35.0","1740954873000","105.247.103.60","Android","","","ZA","61","2020","","","ksj2g6prj065","Y","2926162287cbe85e0a1f629ce2aeb8e6add78a0a52f3327cc6fd7981e9a203ae"
"F00A9248-DB9E-436E-AAFB-9D7A147FC2BB","idfa","-22.424834","31.123363","19.0","1740894097000","","iOS","","","ZA","61","2020","","","ksn0kjxmfgvq","Y","7eb827be5904dc226c466e9d48e081f7c4b0fb006882ac62d5e3457d17031538"
"45209520-c7e1-4c25-ae5e-c0628a25164a","aaid","-22.38987","29.949311","48.0","1740948578000","","Android","","","ZA","61","2020","","","ksj29s03t98z","Y","2491df2906d2b7e7fd84686d4db16fdcc66db4d1c1cf4c439d5af4abb90b1f6a"
"ad0c3a0b-3f6f-4508-80ab-d12a00614fb8","aaid","-22.2781716","29.99922","431.0","1740897311000","41.122.194.250","Android","","","ZA","61","2020","","","ksj368ku0rz9","Y","5b483ae53599833afcd6d8f1a7982f4ffb6fd698e77c66e243580eefe86f188c"
"a5881b89-c45b-458b-98cd-92f8072d478e","aaid","-22.348564","30.0331653","402.0","1740932703000","102.141.69.47","Android","","","ZA","61","2020","","","ksj2g7t6pmxn","Y","fd8517c325fb0ded6eb4b89f09babc119c72a18c4cceca4ac39c48766de788e0"
"7a30959e-7272-48c8-963d-41d79bab340b","aaid","-22.3535105","30.0410058","26.0","1740910584000","","Android","10","Chrome Mobile WebView 131.0.6778","ZA","61","2020","","","ksj2gdejq5t7","Y","66c8b805526690123162e3a2e2258860f3d4a7d04cff77feda162d64316a52ac"
"1106ca4d-20e3-441d-b9a3-8375c69d40e6","aaid","-22.3507666","30.0364167","32.0","1740904816000","41.13.124.149","Android","","","ZA","61","2020","","","ksj2g7pv75pe","Y","2386451e44afb9dd6e2ec6478f22a0928050d6ce8b4c012c32256c1dd5068e90"
"bcee296d-0e6b-48b8-ad8e-c52a981cac07","aaid","-22.357426","30.033086","3.8","1740930387000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g3vqt9sp","Y","cda0a617f72a7447d2b03d790bc1db444e9e2e2df24bc7b939121be288b2cfb1"
"1520da90-b8fa-407a-a0e5-33458273eb1e","aaid","-22.337115","30.042509","10.5","1740906250000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gtskc5yq","Y","9c9a11437031697a42bd4c79a2c3f16f12ba45a5850f67c8000fe29bb0d1677a"
"29038e6e-041b-4614-a83a-669fd8e65253","aaid","-22.332371","30.03708","20.0","1740946628000","","Android","","","ZA","61","2020","","","ksj2gw82d8q1","Y","776b63b1953ae9ced562f76b009eae07c100662fdc4e3759b9ac29b69dea5f35"
"117706d1-8d7c-4d3f-ae25-dfd5b5561a71","aaid","-22.3597536","30.347468","24.0","1740912095000","","Android","7.0","Chrome Mobile WebView 89.0.4389","ZA","61","2020","","","ksj8f9d2grb6","Y","a470ef39c46b9970026fb76ab5fd7a58d9d78eee489abe21c21ca839568d3d7b"
"959bbca9-9488-4743-a5b7-d83c09a09c47","aaid","-22.362142","30.039765","17.0","1740926634000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g9471687","Y","08d793e2e75522334621d39d88554e8e9c6c3cc7696368674a662be27faf4ef0"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.327176","30.0242","9.0","1740906034000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2gpqyy8dp","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"2d9d19c3-fc73-4cc8-a947-3f84ac9875a5","aaid","-22.481672","29.337096","4.2","1740929689000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","kshb5e6dgbs6","Y","804c21d69abf2ddd661efdfea8d2e408b87633c6eed5368daf000b35da0debb1"
"959bbca9-9488-4743-a5b7-d83c09a09c47","aaid","-22.350847","30.036841","10.0","1740913814000","","Android","","","ZA","61","2020","","","ksj2ge0hvh5u","Y","08d793e2e75522334621d39d88554e8e9c6c3cc7696368674a662be27faf4ef0"
"533fe8f1-97d1-41b2-a8c6-166075666785","aaid","-22.3324487","30.0232616","111.0","1740915402000","","Android","","Mozilla/5.0 (Linux; Android 9; SM-J400F Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/79.0.3945.93 Mobile Safari/537.36","ZA","58","4d3d75e238cb4e34238f5f563b332da0","","0","ksj2gnw209y6","Y","30fab232f8b3e65846eb4350082e8fe729abfb60425eb6e8bd7884b588e28783"
"cdba0846-9dc3-4e77-ab6c-e1bea9f1e3c4","aaid","-22.359771","30.03366","1.4","1740918262000","","Android","","","ZA","58","3324dbc0dba04d58a15301525d5ff255","","","ksj2g3tbgh84","Y","b2ca341eccc7acc45664a6fb7e64887a274a9ec6092b4c5554ee47c8654c35b9"
"7a30959e-7272-48c8-963d-41d79bab340b","aaid","-22.3533827","30.0411","23.0","1740944607000","","Android","10","Chrome Mobile WebView 131.0.6778","ZA","61","2020","","","ksj2gdeq077w","Y","66c8b805526690123162e3a2e2258860f3d4a7d04cff77feda162d64316a52ac"
"486efd5b-2b76-438e-9892-1a58da3efd6d","aaid","-22.2355176","29.982931","14.0","1740939026000","41.150.48.201","Android","","","ZA","61","2020","","","ksj3d20uszjf","Y","41751843c161b44e3e30b3db81aab309b4b54e01c2410037e5edd0a2a03e6317"
"f5081cde-f76b-4e36-835c-b5d660269364","aaid","-22.1536774","29.6393464","21.0","1740902429000","41.114.41.70","Android","","","ZA","61","2020","","","ksj1frn9qz4w","Y","4695a743b469bfff6b077eff9e850fb3000213ca805e4b50a23091e83f8d2fa1"
"2f97e45f-36bc-4d51-a00c-569b770636c3","aaid","-22.3478188","30.0399268","33.0","1740893549000","","Android","","","ZA","61","2020","","","ksj2gedqt08u","Y","01d28037b4aeeb218ff9cf94a3055e8d0b58590b081fb8bee67407af17e569cd"
"2b1a7bbb-d3e5-4f02-a164-95e6ca09efc6","aaid","-22.3578546","30.0423037","23.0","1740876639000","","Android","","","ZA","61","2020","","","ksj2g9uhh3v6","Y","cc5db74c8699eb304193d55e2251a79089ca205c8d79fed800af5d1609308a2f"
"eaf5fa79-670c-4139-8dd3-1a0528f4d7d9","aaid","-22.3507996","30.0536995","11.1","1740933202000","102.221.220.83","Android","14","Mozilla/5.0 (Linux; Android 14; SM-A165F Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML like Gecko) Version/4.0 Chrome/133.0.6943.121 Mobile Safari/537.36","ZA","24","b184060ec9479729112f8df0f09a4bcb","07de052b70472489b19c0b66e29f0be4","","ksj2gghmjuyx","Y","1b539e4480b1b620bb8fbd2022f54cf05a199a1d82a032062f45299c95e23ff2"
"93d43faa-773d-4029-97ea-79bbd3827750","aaid","-22.345234","30.015843","27.0","1740905112000","41.13.116.40","Android","","","ZA","61","2020","","","ksj2gh0vef6x","Y","72ade5015f82a9f87aed3784ffee9b94dc488c054bf30f0489ade0107038845d"
"1d35f499-66db-4fb2-ab11-ec3f1246ff8a","aaid","-22.413005","29.303045","28.0","1740895619000","","Android","","","ZA","61","2020","","","kshb6zcff3n1","Y","0b552bb4515d0abc65dd68fcb8e1e1b33946e8f6b4e898bb8ef2f5c9157f84f4"
"9231fa87-2ee0-4193-ab9a-eb49138a0918","aaid","-22.449136","31.310932","23.0","1740877813000","","Android","","","ZA","61","2020","","","ksn223rbm9ep","Y","71c95383bf4e7ce2b0cd9925f7252e76f80eb1a33f0c783d7f0d63539ab4357e"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.316381","30.017745","27.0","1740889878000","","Android","","","ZA","61","2020","","","ksj3516m8jhc","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"5a7ead95-a3a3-469a-bea9-0584a8f1a279","aaid","-22.3427518","30.0441578","24.0","1740892370000","102.221.220.11","Android","","","ZA","61","2020","","","ksj2gstkp95y","Y","2e9ded72397e1c1152aeb60ede8644fc0ec1a80d92b415c2f615a9e8f528594b"
"71d65c70-8c9e-4d8c-b932-784d21df568c","aaid","-22.3392815","30.0184184","88.0","1740875621000","41.150.221.22","Android","14","Chrome Mobile WebView 132.0.6834","ZA","61","2020","","","ksj2gj68rb55","Y","695dc4e106fd86989447612d643c25b95dae64e4cbe6f766fca7a93629d338df"
"29038e6e-041b-4614-a83a-669fd8e65253","aaid","-22.34532","30.04127","14.0","1740949467000","","Android","","","ZA","61","2020","","","ksj2gs5mh66q","Y","776b63b1953ae9ced562f76b009eae07c100662fdc4e3759b9ac29b69dea5f35"
"f75c8a56-59cb-4c39-a241-d863fe89d5f0","aaid","-22.313921","29.861746","30.0","1740937040000","","Android","","","ZA","61","2020","","","ksj1p9bevpes","Y","0d75b9b151b6e5651bb9cf7b2e825197b2f7134e9c7717b5dbb86e955bc2c539"
"3bdb5b63-1681-4570-b9b2-da7f11f64d83","aaid","-22.2433015","29.4004401","34.0","1740890887000","41.13.120.46","Android","","","ZA","61","2020","","","kshcmn8xruj4","Y","32b677a322208b81b8af00058af5a41d6e2209b89f73bd32c79216cab23173df"
"33e74a8f-7f14-450c-a272-1aad5e575756","aaid","-22.350465","30.042548","25.0","1740890306000","","Android","","","ZA","61","2020","","","ksj2gehr4577","Y","2def7a35e401e4a8acb9fee9fa12f6488739c727c0190d4b828da6cac2c35eb3"
"dd0668b1-c944-4322-a399-a0e9b002ee6e","aaid","-22.360251","30.037835","29.0","1740927731000","","Android","","","ZA","61","2020","","","ksj2g92yh715","Y","cd507aaddfdb11812dc7b0902b720fb24948baf7c8932be1a034217dc024a307"
